id,imagem,url
136,insert_imagens.sql,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/insert_imagens.sql
137,Iran.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Iran.png
138,Iraq.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Iraq.png
139,Iraqi Kurdistan.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Iraqi Kurdistan.png
140,Isle of Man.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Isle of Man.png
141,Isle of Wight.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Isle of Wight.png
142,Israel.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Israel.png
143,Itália.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Itália.png
144,Ivory Coast.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Ivory Coast.png
145,Jamaica.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Jamaica.png
146,Japão.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Japão.png
147,jersey.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/jersey.png
148,Jordan.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Jordan.png
149,Kabylia.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Kabylia.png
150,Kazakhstan.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Kazakhstan.png
151,Kenia.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Kenia.png
152,Kernow.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Kernow.png
153,Kiribati.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Kiribati.png
154,Kosovo.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Kosovo.png
155,Kuwait.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Kuwait.png
156,Kyrgyzstan.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Kyrgyzstan.png
157,Kárpátalja.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Kárpátalja.png
158,Laos.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Laos.png
159,Latvia.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Latvia.png
160,Lebanon.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Lebanon.png
161,Lesotho.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Lesotho.png
162,Liberia.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Liberia.png
163,Libya.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Libya.png
164,Liechtenstein.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Liechtenstein.png
165,Lituânia.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Lituânia.png
166,Luhansk PR.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Luhansk PR.png
167,Luxemburgo.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Luxemburgo.png
168,Macau.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Macau.png
169,Madagascar.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Madagascar.png
170,Madrid.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Madrid.png
171,Malawi.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Malawi.png
172,Malaya.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Malaya.png
173,Maldives.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Maldives.png
174,Mali.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Mali.png
175,Malta.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Malta.png
176,Manchukuo.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Manchukuo.png
177,Mapuche.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Mapuche.png
178,Martinique.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Martinique.png
179,Matabeleland.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Matabeleland.png
180,Maule Sur.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Maule Sur.png
181,Mauritania.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Mauritania.png
182,Mauritius.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Mauritius.png
183,Mayotte.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Mayotte.png
184,Menorca.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Menorca.png
185,Micronesia.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Micronesia.png
186,Moldova.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Moldova.png
187,Monaco.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Monaco.png
188,Mongolia.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Mongolia.png
189,Montenegro.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Montenegro.png
190,Montserrat.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Montserrat.png
191,Morocco.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Morocco.png
